cgpa,dsa_questions,coding_skill,aptitude_score,communication_skill,projects,internships,mock_interviews,resume_score,weekly_prep_hours,readiness_score
9.113,156.714,10.000,47.520,8.000,2.000,0.000,7.000,78.312,23.393,67.906
5.185,280.680,1.000,86.517,9.000,3.000,1.000,2.000,37.149,17.611,54.048
6.864,151.172,5.000,42.312,6.000,0.000,3.000,3.000,46.208,40.056,51.257
5.243,293.652,9.000,95.309,5.000,2.000,1.000,3.000,51.983,36.579,72.043
5.546,197.898,3.000,91.920,9.000,0.000,3.000,2.000,83.332,12.683,56.591
8.377,92.039,5.000,55.241,4.000,1.000,0.000,2.000,86.814,20.376,45.077
8.566,254.295,10.000,51.361,9.000,2.000,0.000,3.000,88.748,11.427,63.838
8.869,227.728,10.000,39.624,10.000,3.000,0.000,3.000,39.369,10.356,63.947
9.327,298.897,7.000,94.143,4.000,3.000,0.000,6.000,39.690,9.932,61.205
8.697,340.893,7.000,73.927,7.000,2.000,0.000,6.000,54.464,9.272,60.198
9.004,447.524,7.000,32.225,8.000,2.000,0.000,6.000,79.281,25.705,64.132
5.245,287.081,3.000,65.770,8.000,1.000,3.000,1.000,89.742,10.278,53.920
6.173,222.489,9.000,36.006,3.000,1.000,0.000,4.000,91.509,11.614,50.727
8.109,299.821,1.000,70.163,10.000,2.000,0.000,5.000,48.488,17.438,58.895
9.291,140.000,1.000,65.627,6.000,6.000,1.000,4.000,84.882,16.536,53.962
5.023,132.099,7.000,35.799,1.000,1.000,1.000,9.000,76.650,15.607,47.819
7.573,487.176,9.000,87.110,2.000,0.000,0.000,2.000,95.237,28.235,58.027
8.386,129.098,9.000,48.362,8.000,1.000,0.000,4.000,85.236,10.107,53.594
5.148,101.111,7.000,67.904,5.000,1.000,1.000,6.000,69.360,9.246,43.660
7.007,286.977,4.000,74.733,2.000,6.000,1.000,7.000,85.908,1.442,64.357
9.478,140.917,4.000,97.361,6.000,2.000,0.000,11.000,55.038,20.678,58.788
8.358,338.606,5.000,64.567,6.000,1.000,0.000,1.000,86.099,20.285,57.425
6.188,426.415,3.000,94.212,1.000,1.000,2.000,8.000,85.776,26.767,65.110
9.264,112.967,5.000,54.840,4.000,3.000,2.000,7.000,90.589,12.602,66.615
6.740,310.519,2.000,90.021,5.000,2.000,2.000,6.000,50.756,13.855,58.453
9.267,126.693,4.000,46.508,8.000,1.000,0.000,7.000,90.185,25.090,51.781
6.495,167.572,10.000,79.524,7.000,2.000,1.000,7.000,45.988,11.181,69.058
7.952,246.336,8.000,36.203,1.000,3.000,0.000,3.000,85.173,14.912,51.127
6.985,132.325,2.000,99.024,7.000,2.000,0.000,7.000,95.445,27.945,58.616
6.374,231.208,3.000,96.776,10.000,4.000,0.000,5.000,37.327,19.927,61.843
9.433,177.920,3.000,60.955,1.000,1.000,1.000,7.000,75.691,12.323,48.275
5.938,343.650,3.000,66.675,10.000,4.000,1.000,4.000,77.873,24.774,66.590
5.424,344.235,7.000,71.844,1.000,1.000,0.000,4.000,87.984,14.114,59.390
6.710,132.832,9.000,49.253,7.000,1.000,1.000,8.000,41.684,25.093,58.818
8.588,250.191,8.000,77.213,4.000,1.000,0.000,4.000,94.113,17.585,57.500
9.037,378.806,5.000,78.899,8.000,1.000,2.000,5.000,99.596,10.897,72.848
9.994,88.193,2.000,66.755,9.000,3.000,0.000,6.000,78.687,7.219,50.858
6.482,177.111,2.000,40.342,9.000,3.000,0.000,5.000,62.946,22.696,53.111
7.040,242.749,9.000,94.343,9.000,0.000,1.000,3.000,76.276,23.967,63.979
5.684,85.014,7.000,38.053,9.000,5.000,2.000,2.000,38.556,30.079,61.972
7.874,145.183,6.000,74.042,4.000,2.000,3.000,6.000,83.947,21.064,60.369
9.988,551.108,6.000,37.216,5.000,1.000,0.000,6.000,39.548,13.253,55.628
8.504,128.799,9.000,40.227,8.000,2.000,1.000,5.000,55.968,17.203,58.970
7.976,140.000,9.000,31.438,2.000,1.000,0.000,4.000,44.061,15.441,47.510
6.962,284.848,1.000,55.435,6.000,5.000,1.000,7.000,82.193,12.980,58.538
9.576,76.411,4.000,74.771,6.000,5.000,0.000,1.000,73.638,6.656,49.955
7.485,179.931,1.000,66.508,10.000,4.000,1.000,7.000,80.448,7.325,61.125
5.672,101.918,4.000,77.218,1.000,0.000,1.000,5.000,39.197,23.139,42.446
6.827,230.903,7.000,77.251,1.000,7.000,3.000,6.000,59.076,8.962,60.594
5.336,8.675,3.000,39.812,1.000,3.000,1.000,5.000,61.401,12.566,37.631
6.010,209.258,2.000,34.014,6.000,4.000,1.000,7.000,74.156,4.868,50.326
5.088,247.380,5.000,73.775,6.000,2.000,0.000,7.000,41.651,5.156,50.355
7.266,148.035,6.000,75.726,6.000,1.000,1.000,5.000,77.070,9.086,56.541
8.173,155.094,8.000,68.969,3.000,2.000,0.000,4.000,60.655,22.659,48.603
6.716,134.540,1.000,47.203,4.000,3.000,0.000,0.000,93.885,23.401,40.127
7.102,178.216,3.000,86.754,5.000,1.000,0.000,3.000,64.238,16.637,45.349
9.796,491.306,8.000,35.298,1.000,5.000,2.000,5.000,41.635,9.850,69.703
8.760,350.698,7.000,74.262,8.000,0.000,2.000,3.000,41.721,31.778,71.341
7.704,178.091,9.000,38.429,1.000,6.000,1.000,3.000,51.529,12.435,51.835
6.423,145.222,9.000,75.811,7.000,2.000,0.000,4.000,50.588,33.421,62.734
9.485,329.392,9.000,59.241,5.000,3.000,2.000,6.000,86.785,18.692,78.955
6.175,220.694,6.000,80.267,10.000,2.000,0.000,4.000,81.955,25.752,62.763
6.627,83.229,10.000,33.653,7.000,1.000,1.000,7.000,39.984,25.833,53.411
9.545,163.410,5.000,68.856,5.000,4.000,1.000,9.000,90.343,3.953,61.920
7.648,458.406,10.000,40.141,8.000,3.000,2.000,2.000,41.248,7.181,75.934
8.712,277.324,4.000,77.767,2.000,5.000,2.000,13.000,86.066,11.886,68.547
7.954,146.425,5.000,38.397,2.000,6.000,0.000,4.000,42.255,9.064,45.148
8.267,54.314,7.000,35.151,5.000,3.000,1.000,3.000,59.463,19.352,50.281
6.497,230.104,4.000,79.919,9.000,4.000,0.000,3.000,83.810,20.262,64.760
6.207,198.665,2.000,34.447,9.000,1.000,2.000,1.000,51.486,11.221,47.377
6.612,174.118,9.000,45.717,4.000,3.000,1.000,0.000,42.366,10.465,52.777
5.777,331.817,5.000,87.731,3.000,4.000,1.000,2.000,86.168,24.699,65.167
9.372,279.634,10.000,86.678,10.000,2.000,0.000,6.000,79.913,10.582,72.078
6.416,56.068,4.000,89.789,6.000,3.000,2.000,9.000,92.932,27.254,61.607
7.807,199.453,10.000,52.827,2.000,2.000,2.000,4.000,76.701,16.895,59.365
8.960,69.567,7.000,66.963,3.000,2.000,0.000,5.000,39.807,16.937,46.372
8.919,136.269,8.000,84.134,9.000,6.000,0.000,4.000,76.511,7.903,61.094
7.192,65.034,8.000,39.589,9.000,3.000,1.000,4.000,88.463,21.850,63.407
7.381,67.147,3.000,80.707,10.000,3.000,0.000,4.000,40.439,7.072,47.290
9.974,249.694,9.000,36.824,1.000,2.000,0.000,7.000,43.820,21.826,56.100
8.373,233.103,10.000,93.928,9.000,3.000,1.000,6.000,79.042,20.212,78.442
9.073,189.073,7.000,74.612,2.000,1.000,1.000,5.000,86.436,20.483,55.412
9.513,127.390,10.000,64.531,9.000,3.000,0.000,2.000,57.955,20.174,62.077
8.938,60.797,9.000,63.931,9.000,1.000,0.000,5.000,82.792,24.646,60.589
5.926,136.754,7.000,42.695,4.000,4.000,2.000,4.000,45.879,18.997,63.532
7.811,233.818,5.000,54.214,2.000,1.000,1.000,4.000,63.860,4.061,48.963
5.509,230.159,9.000,80.899,8.000,1.000,1.000,6.000,83.618,17.881,69.541
8.265,452.344,2.000,67.866,1.000,4.000,3.000,4.000,47.934,8.596,56.745
9.777,411.528,6.000,67.051,6.000,2.000,1.000,8.000,57.678,5.767,67.654
7.564,194.443,9.000,43.667,4.000,2.000,1.000,4.000,75.889,7.743,56.447
7.165,135.668,10.000,78.325,5.000,2.000,1.000,4.000,57.490,9.938,62.921
5.179,104.021,3.000,57.442,9.000,4.000,1.000,6.000,91.820,20.801,61.522
9.799,52.488,1.000,42.793,10.000,4.000,1.000,3.000,97.187,12.537,54.351
5.515,76.342,4.000,96.065,5.000,2.000,0.000,3.000,76.749,24.393,42.220
5.205,234.055,9.000,65.476,3.000,1.000,0.000,4.000,85.856,9.417,49.133
6.230,292.605,6.000,66.963,9.000,2.000,2.000,6.000,93.935,12.794,71.790
5.328,156.844,1.000,98.696,5.000,2.000,2.000,3.000,80.621,9.698,49.353
7.276,760.066,2.000,55.648,2.000,1.000,1.000,6.000,85.265,3.169,50.538
7.580,76.985,4.000,96.011,10.000,3.000,1.000,3.000,40.214,15.081,58.769
6.563,47.762,4.000,78.645,10.000,1.000,2.000,7.000,88.545,50.917,63.379
5.255,751.780,2.000,74.317,3.000,2.000,1.000,6.000,52.847,5.913,50.615
5.558,58.139,5.000,46.409,2.000,2.000,0.000,10.000,39.602,21.929,43.975
6.923,155.262,5.000,33.623,2.000,5.000,3.000,2.000,73.316,24.745,60.059
5.303,111.073,2.000,60.645,6.000,2.000,0.000,3.000,49.741,15.539,43.485
8.491,246.030,3.000,30.712,4.000,0.000,0.000,6.000,40.190,6.391,37.916
6.035,146.721,7.000,34.970,7.000,2.000,1.000,7.000,74.621,42.644,60.012
6.510,293.215,10.000,71.673,8.000,3.000,0.000,4.000,41.406,20.003,70.166
6.971,336.246,10.000,80.713,1.000,1.000,0.000,4.000,92.670,33.378,62.722
7.083,52.006,6.000,41.756,9.000,1.000,0.000,4.000,98.003,4.620,45.967
5.008,101.299,1.000,81.275,1.000,3.000,0.000,4.000,82.983,10.236,33.414
5.560,310.035,9.000,96.481,2.000,5.000,0.000,5.000,53.698,5.992,59.979
9.314,380.717,10.000,82.022,8.000,3.000,0.000,4.000,71.565,26.205,77.096
5.006,216.649,3.000,84.930,7.000,2.000,1.000,7.000,37.040,4.618,48.463
7.541,258.479,5.000,79.050,10.000,2.000,0.000,1.000,75.391,13.583,59.505
7.448,470.789,1.000,45.732,6.000,3.000,1.000,5.000,52.150,12.702,59.729
6.665,148.097,9.000,55.262,5.000,2.000,0.000,0.000,64.577,3.698,47.323
7.157,215.006,8.000,96.449,7.000,4.000,0.000,3.000,46.626,21.052,60.544
8.903,411.821,1.000,76.285,8.000,0.000,1.000,5.000,99.126,18.875,61.141
9.206,428.449,8.000,85.232,7.000,4.000,0.000,4.000,48.483,9.862,73.323
6.302,179.192,5.000,97.809,4.000,2.000,1.000,5.000,62.101,33.347,57.935
6.612,103.916,6.000,46.201,10.000,6.000,2.000,4.000,51.549,4.236,59.149
6.212,177.768,3.000,52.518,4.000,3.000,0.000,3.000,70.203,2.782,39.819
7.399,190.236,9.000,75.136,4.000,1.000,3.000,0.000,93.847,15.989,63.094
8.416,100.906,5.000,31.705,3.000,2.000,0.000,4.000,45.620,7.743,40.637
6.141,113.248,9.000,69.985,3.000,1.000,0.000,2.000,44.153,13.934,43.602
6.654,428.831,2.000,86.608,3.000,3.000,0.000,9.000,39.814,28.354,56.082
9.652,266.585,6.000,72.731,6.000,0.000,1.000,5.000,73.308,5.727,57.724
5.243,155.823,4.000,50.678,8.000,1.000,1.000,2.000,74.135,26.390,48.382
7.304,81.072,10.000,80.687,5.000,0.000,2.000,6.000,88.390,6.048,59.604
8.558,114.317,6.000,40.222,10.000,1.000,0.000,3.000,89.337,11.078,52.257
5.752,44.165,8.000,92.634,5.000,1.000,1.000,4.000,41.626,29.643,57.562
5.237,220.588,1.000,37.064,5.000,3.000,1.000,8.000,94.184,21.315,53.110
5.691,109.434,7.000,90.444,1.000,4.000,1.000,4.000,88.910,8.141,60.088
9.594,232.734,2.000,64.847,10.000,3.000,0.000,5.000,77.071,17.762,60.802
5.046,307.948,4.000,60.005,2.000,3.000,2.000,3.000,57.559,10.542,53.057
5.942,235.068,3.000,65.046,2.000,1.000,0.000,8.000,83.463,11.474,42.456
5.156,141.956,1.000,44.014,10.000,3.000,1.000,7.000,75.344,12.769,50.442
5.553,96.788,6.000,62.038,6.000,1.000,0.000,1.000,57.948,19.551,44.830
8.101,71.364,3.000,89.480,1.000,0.000,0.000,4.000,35.862,15.365,34.329
6.208,402.533,6.000,86.067,5.000,2.000,1.000,1.000,73.510,12.992,58.421
7.846,228.132,8.000,41.413,6.000,2.000,0.000,3.000,72.472,13.250,58.602
7.951,148.029,2.000,77.139,1.000,4.000,0.000,4.000,45.048,16.645,48.855
9.247,281.568,8.000,89.979,8.000,4.000,0.000,3.000,93.911,14.913,68.639
5.024,361.808,3.000,87.384,7.000,2.000,1.000,2.000,45.353,10.257,58.627
9.267,111.237,4.000,59.794,1.000,1.000,1.000,5.000,53.661,16.935,48.226
8.096,223.442,6.000,33.366,7.000,3.000,1.000,5.000,59.179,18.734,56.685
5.814,226.555,7.000,95.182,3.000,2.000,2.000,9.000,79.393,17.216,65.063
8.865,458.079,7.000,57.712,8.000,1.000,1.000,4.000,40.307,24.342,66.198
9.277,146.500,2.000,55.268,4.000,3.000,2.000,2.000,80.654,9.711,54.423
6.271,93.985,6.000,83.166,3.000,2.000,1.000,10.000,61.941,9.417,51.775
9.594,240.557,3.000,48.478,6.000,3.000,1.000,5.000,46.892,30.996,58.225
7.272,297.131,3.000,88.432,5.000,3.000,1.000,10.000,42.285,8.380,61.941
8.017,211.011,10.000,35.324,4.000,3.000,0.000,4.000,61.802,12.218,61.894
9.923,477.981,2.000,81.850,9.000,2.000,1.000,2.000,63.989,3.101,62.259
6.808,146.157,5.000,97.605,7.000,3.000,0.000,2.000,43.925,6.075,50.094
9.066,214.653,5.000,99.704,5.000,1.000,0.000,4.000,66.360,11.127,52.530
6.592,55.897,3.000,94.666,3.000,2.000,2.000,3.000,67.659,10.761,48.812
8.996,89.781,8.000,90.953,6.000,7.000,1.000,3.000,98.766,12.505,62.959
8.004,111.797,5.000,49.522,1.000,1.000,0.000,6.000,81.365,35.272,44.487
6.082,164.525,8.000,97.665,9.000,1.000,0.000,2.000,35.791,3.932,50.057
7.070,64.384,4.000,94.953,1.000,3.000,2.000,5.000,65.996,14.311,48.838
6.588,278.946,9.000,67.406,7.000,1.000,0.000,7.000,36.403,13.310,54.893
5.391,104.140,8.000,58.145,4.000,2.000,1.000,8.000,68.229,38.569,55.978
5.149,677.071,4.000,37.649,8.000,3.000,1.000,7.000,56.966,23.061,68.657
6.732,107.073,10.000,71.344,4.000,2.000,0.000,5.000,93.728,10.612,50.886
5.095,199.546,9.000,79.038,1.000,1.000,1.000,7.000,67.064,30.562,58.742
5.827,182.415,6.000,58.280,10.000,3.000,1.000,6.000,90.244,10.050,62.276
8.626,83.617,1.000,58.422,8.000,3.000,2.000,6.000,72.952,24.197,55.384
8.540,164.985,6.000,70.132,1.000,2.000,0.000,0.000,60.773,33.296,48.366
8.693,163.511,7.000,31.945,1.000,1.000,1.000,1.000,49.931,15.390,47.674
6.586,336.459,4.000,97.051,6.000,3.000,1.000,5.000,46.905,7.034,65.595
9.450,246.676,2.000,50.293,10.000,1.000,1.000,5.000,86.646,3.671,56.199
7.969,276.247,6.000,39.862,6.000,3.000,0.000,6.000,92.394,15.744,61.177
5.630,331.707,9.000,30.384,1.000,2.000,2.000,4.000,56.066,23.618,62.605
5.719,279.210,4.000,89.982,7.000,3.000,0.000,5.000,67.150,56.942,67.678
8.465,222.171,5.000,90.425,5.000,2.000,0.000,5.000,53.688,28.689,57.017
5.865,110.998,1.000,36.671,7.000,0.000,0.000,4.000,64.594,14.715,37.296
7.536,212.568,8.000,40.657,4.000,4.000,1.000,1.000,91.517,6.773,58.049
9.959,95.193,9.000,61.353,1.000,5.000,3.000,3.000,43.968,13.224,58.163
5.020,174.116,8.000,42.999,1.000,2.000,0.000,5.000,53.947,35.004,52.553
5.083,158.243,5.000,81.507,7.000,5.000,1.000,6.000,80.193,42.635,64.468
9.965,165.612,1.000,34.063,7.000,3.000,0.000,2.000,55.191,9.977,45.375
7.923,64.957,5.000,68.480,4.000,2.000,2.000,4.000,40.275,12.459,51.461
5.635,8.906,10.000,56.795,1.000,2.000,0.000,3.000,59.336,31.747,43.324
9.487,137.661,1.000,62.546,8.000,3.000,0.000,7.000,78.965,30.651,54.654
9.402,382.587,3.000,59.733,2.000,3.000,1.000,2.000,98.960,10.267,57.468
7.681,197.507,9.000,40.721,2.000,1.000,2.000,5.000,92.989,21.867,61.634
8.109,364.902,6.000,45.420,5.000,1.000,3.000,10.000,71.522,10.685,67.380
6.366,95.703,2.000,34.537,8.000,1.000,0.000,6.000,85.527,27.086,43.288
5.253,132.631,1.000,38.070,10.000,1.000,3.000,4.000,72.140,14.616,53.511
7.973,702.439,5.000,98.453,7.000,1.000,1.000,2.000,67.103,11.716,64.074
6.474,100.410,6.000,49.585,10.000,4.000,0.000,3.000,46.091,23.031,57.664
8.318,272.689,9.000,51.492,7.000,1.000,0.000,9.000,53.991,15.282,66.266
9.181,272.406,9.000,38.897,9.000,1.000,0.000,6.000,64.387,22.682,63.242
5.091,252.844,5.000,82.861,2.000,2.000,1.000,10.000,99.064,7.358,55.960
7.979,274.980,5.000,94.690,1.000,1.000,1.000,4.000,74.557,8.429,53.455
6.156,99.260,10.000,85.283,7.000,1.000,0.000,2.000,96.417,13.830,52.481
9.369,142.623,8.000,72.883,10.000,3.000,1.000,4.000,51.814,9.038,65.436
6.268,12.858,3.000,86.926,8.000,3.000,0.000,3.000,39.483,11.125,49.167
8.054,467.836,7.000,58.296,4.000,2.000,1.000,5.000,98.594,14.060,72.149
7.768,273.890,8.000,90.165,5.000,2.000,0.000,4.000,56.426,9.768,61.975
6.981,111.898,3.000,85.896,2.000,2.000,1.000,2.000,69.795,34.315,50.130
8.388,96.549,10.000,30.121,4.000,3.000,0.000,3.000,39.624,8.653,51.445
8.629,386.850,3.000,64.146,7.000,1.000,1.000,6.000,90.925,13.573,61.820
7.835,105.834,6.000,48.523,2.000,3.000,2.000,5.000,35.044,13.759,56.299
8.792,111.625,5.000,36.036,5.000,2.000,1.000,8.000,93.891,15.691,52.566
9.917,80.664,7.000,89.234,3.000,2.000,0.000,5.000,45.749,11.708,52.908
7.096,308.427,10.000,30.556,5.000,2.000,2.000,5.000,46.926,24.197,67.503
7.573,361.469,4.000,81.111,8.000,4.000,0.000,3.000,88.677,25.085,68.517
5.062,158.946,4.000,99.173,9.000,3.000,0.000,6.000,60.105,9.967,57.192
8.980,362.981,8.000,63.741,5.000,2.000,1.000,5.000,51.641,26.240,74.736
7.601,238.649,10.000,55.987,9.000,1.000,1.000,1.000,73.769,9.664,66.741
7.040,76.611,10.000,72.408,8.000,4.000,0.000,4.000,51.537,13.608,62.742
5.470,446.516,8.000,86.329,10.000,3.000,2.000,5.000,53.626,14.576,79.449
9.448,79.951,8.000,46.818,8.000,4.000,1.000,7.000,37.961,6.584,63.851
6.975,167.407,8.000,47.549,6.000,5.000,1.000,6.000,70.062,9.340,66.210
8.413,159.284,10.000,72.502,7.000,0.000,2.000,2.000,43.412,5.234,54.003
5.747,139.343,1.000,95.792,4.000,1.000,0.000,7.000,89.413,15.643,43.438
9.808,31.198,6.000,50.891,7.000,6.000,1.000,5.000,83.816,6.894,55.526
5.892,613.255,1.000,56.373,8.000,1.000,1.000,8.000,53.555,32.732,58.968
5.998,35.881,6.000,99.533,7.000,2.000,1.000,6.000,69.696,10.771,51.410
9.295,464.254,4.000,42.336,2.000,4.000,1.000,5.000,72.529,22.306,60.820
9.563,93.913,4.000,35.388,6.000,2.000,1.000,7.000,78.319,21.474,50.842
6.061,120.164,9.000,71.283,8.000,2.000,0.000,5.000,62.230,9.284,54.983
7.349,435.688,8.000,31.699,2.000,2.000,1.000,3.000,77.415,10.957,61.517
8.667,256.158,6.000,42.630,8.000,1.000,2.000,8.000,46.010,10.889,60.850
9.392,57.669,9.000,73.555,9.000,2.000,2.000,4.000,65.616,16.940,64.813
6.895,56.581,1.000,76.166,6.000,3.000,1.000,4.000,41.110,52.278,48.480
7.585,231.381,7.000,65.730,10.000,0.000,0.000,5.000,96.170,16.467,60.857
8.709,78.783,2.000,56.862,9.000,3.000,1.000,6.000,61.092,10.438,57.215
8.656,264.280,3.000,70.334,5.000,2.000,2.000,2.000,75.134,17.308,61.507
8.915,282.496,2.000,75.037,9.000,2.000,2.000,4.000,66.838,6.917,59.542
7.850,102.151,6.000,86.244,10.000,2.000,2.000,7.000,36.743,8.696,61.180
5.523,125.206,7.000,85.493,2.000,1.000,0.000,2.000,39.076,33.031,46.327
9.520,236.539,8.000,76.536,10.000,1.000,1.000,5.000,52.196,12.410,64.585
9.328,98.584,5.000,92.596,1.000,3.000,0.000,2.000,78.871,8.452,46.443
8.990,197.700,10.000,88.662,5.000,1.000,0.000,5.000,76.693,6.160,55.449
5.499,728.973,4.000,39.327,10.000,3.000,0.000,8.000,47.216,13.960,59.928
6.022,244.254,2.000,96.968,8.000,0.000,0.000,2.000,66.760,6.455,48.090
8.718,140.813,1.000,92.422,3.000,4.000,2.000,5.000,58.859,27.363,58.907
5.116,652.483,2.000,52.465,7.000,2.000,3.000,8.000,71.955,21.425,63.644
9.896,322.989,5.000,31.413,3.000,5.000,0.000,5.000,56.755,10.117,55.922
6.886,80.404,5.000,72.278,3.000,1.000,1.000,6.000,93.253,37.199,55.223
8.597,93.544,9.000,60.689,10.000,2.000,1.000,1.000,65.707,10.896,58.973
9.438,40.326,2.000,82.470,1.000,2.000,2.000,4.000,62.728,12.399,46.223
6.973,233.618,3.000,66.722,10.000,2.000,2.000,6.000,80.716,8.821,65.269
6.596,25.451,10.000,35.354,5.000,4.000,1.000,5.000,85.745,20.384,64.302
8.044,651.982,1.000,47.128,1.000,3.000,0.000,6.000,63.441,6.914,46.758
7.905,153.671,5.000,91.777,8.000,5.000,1.000,5.000,42.082,10.426,58.861
7.046,336.114,2.000,32.638,1.000,4.000,1.000,4.000,40.531,9.457,46.475
8.009,143.555,6.000,81.567,4.000,1.000,0.000,5.000,56.247,16.410,51.195
9.677,230.824,10.000,50.436,3.000,2.000,0.000,3.000,82.618,5.672,62.273
7.338,169.069,3.000,61.685,8.000,2.000,0.000,3.000,77.487,13.108,51.637
5.984,193.724,4.000,67.170,4.000,4.000,1.000,3.000,53.703,27.317,54.688
6.886,405.480,5.000,47.506,7.000,2.000,0.000,5.000,35.286,6.338,59.022
6.971,533.825,8.000,75.637,1.000,2.000,1.000,3.000,76.774,21.055,63.633
5.656,507.797,10.000,78.541,7.000,1.000,1.000,3.000,71.686,23.573,69.821
5.814,1000.000,1.000,35.954,8.000,1.000,1.000,3.000,85.212,12.723,52.540
8.423,107.436,5.000,56.175,3.000,4.000,1.000,2.000,79.601,2.977,49.110
6.697,246.369,8.000,82.106,9.000,1.000,0.000,5.000,51.049,20.563,60.295
9.774,109.431,1.000,80.515,5.000,5.000,0.000,4.000,82.638,26.806,56.637
6.218,394.792,9.000,68.122,7.000,3.000,0.000,2.000,66.615,35.531,69.214
5.495,83.748,3.000,84.437,2.000,4.000,1.000,5.000,72.360,14.903,45.318
8.768,410.035,6.000,37.535,10.000,1.000,0.000,5.000,58.205,4.199,62.292
9.405,216.001,10.000,38.275,3.000,4.000,0.000,4.000,86.388,20.362,62.437
6.391,176.115,7.000,76.024,7.000,4.000,1.000,4.000,47.746,4.721,58.347
6.010,190.953,10.000,78.533,1.000,5.000,1.000,6.000,48.295,18.624,65.220
5.929,71.565,7.000,87.017,1.000,5.000,0.000,6.000,50.433,22.393,50.314
7.610,76.928,3.000,42.673,2.000,4.000,0.000,8.000,86.321,27.789,48.238
7.342,218.690,7.000,66.174,10.000,0.000,0.000,10.000,82.327,10.554,60.647
6.297,217.661,7.000,76.258,3.000,2.000,1.000,10.000,52.523,7.587,56.948
5.226,113.407,4.000,45.659,9.000,2.000,0.000,3.000,44.352,15.050,43.815
7.407,152.427,1.000,66.185,6.000,4.000,2.000,7.000,36.832,5.666,48.242
9.797,260.634,7.000,74.691,1.000,1.000,1.000,4.000,79.449,11.288,55.983
8.263,98.151,6.000,45.011,5.000,2.000,0.000,4.000,70.027,9.332,50.815
7.478,35.693,8.000,56.289,5.000,3.000,0.000,6.000,80.650,24.844,57.653
5.553,478.599,2.000,45.144,3.000,1.000,1.000,5.000,81.037,31.442,52.650
6.262,229.442,6.000,93.206,7.000,4.000,2.000,2.000,89.910,19.518,72.382
6.474,129.878,9.000,46.576,9.000,1.000,0.000,4.000,62.038,23.090,57.814
8.824,109.165,9.000,38.458,9.000,2.000,0.000,5.000,88.773,15.114,58.088
9.384,97.370,10.000,32.461,6.000,3.000,1.000,6.000,63.325,14.398,65.631
9.508,393.781,3.000,33.147,9.000,2.000,1.000,4.000,81.008,4.832,62.381
9.923,61.281,2.000,43.411,10.000,1.000,2.000,5.000,70.824,17.523,52.863
9.912,245.936,6.000,72.575,1.000,4.000,1.000,1.000,94.893,22.204,67.228
9.765,245.793,5.000,31.235,7.000,3.000,0.000,3.000,59.058,12.112,50.278
5.359,312.135,3.000,50.072,8.000,1.000,0.000,7.000,79.839,12.453,49.789
5.689,139.606,2.000,34.072,1.000,1.000,1.000,3.000,73.876,3.173,34.376
6.522,452.796,2.000,58.256,7.000,7.000,0.000,3.000,99.914,12.653,63.181
7.764,318.271,4.000,33.400,10.000,0.000,0.000,7.000,40.022,24.964,59.711
5.485,136.029,8.000,72.528,3.000,0.000,0.000,8.000,73.877,16.995,43.064
9.229,105.110,1.000,78.190,9.000,2.000,1.000,6.000,50.109,13.549,54.477
8.084,169.412,2.000,81.194,10.000,2.000,0.000,4.000,92.472,6.685,50.132
7.712,132.572,3.000,45.704,7.000,3.000,0.000,2.000,86.642,10.375,48.830
5.827,91.612,9.000,90.795,7.000,4.000,1.000,8.000,78.020,9.163,67.060
6.266,197.071,10.000,78.320,6.000,3.000,4.000,5.000,66.223,7.241,70.896
5.802,153.179,5.000,33.966,5.000,1.000,1.000,5.000,79.284,16.950,47.515
9.260,522.472,1.000,60.854,5.000,4.000,1.000,2.000,71.032,10.633,63.288
7.921,132.407,1.000,83.743,6.000,2.000,0.000,6.000,53.674,23.569,46.098
8.676,104.345,9.000,51.763,5.000,4.000,2.000,3.000,88.262,13.636,66.256
6.480,188.070,5.000,56.709,9.000,0.000,0.000,4.000,68.317,38.051,51.971
6.856,224.430,1.000,74.072,8.000,3.000,0.000,5.000,51.713,10.507,55.033
7.024,236.479,9.000,33.884,4.000,3.000,0.000,4.000,78.183,26.981,62.588
8.800,234.891,6.000,97.685,6.000,5.000,1.000,12.000,36.212,30.205,73.333
8.862,192.666,4.000,42.214,3.000,5.000,1.000,3.000,81.806,9.929,55.677
6.034,182.776,5.000,31.867,2.000,1.000,0.000,1.000,65.572,12.979,40.234
9.708,283.576,3.000,30.373,4.000,1.000,0.000,3.000,76.230,11.160,46.935
5.603,84.818,10.000,57.969,1.000,2.000,0.000,8.000,45.219,9.604,44.920
9.481,104.949,8.000,91.898,9.000,2.000,1.000,7.000,81.686,20.033,71.046
5.502,47.817,2.000,87.383,2.000,6.000,2.000,2.000,82.013,21.373,50.079
6.323,85.991,8.000,93.843,4.000,3.000,0.000,2.000,83.203,9.056,51.824
9.232,368.949,2.000,67.365,3.000,2.000,0.000,3.000,65.368,8.949,48.714
5.897,275.594,5.000,61.412,3.000,2.000,0.000,3.000,76.633,13.890,51.295
7.068,566.909,8.000,57.010,4.000,5.000,3.000,5.000,70.702,13.629,75.799
7.249,483.073,1.000,33.249,8.000,1.000,2.000,6.000,50.150,4.819,53.420
6.226,277.177,8.000,93.666,9.000,1.000,0.000,5.000,36.496,20.304,60.006
8.551,208.153,3.000,64.732,2.000,4.000,0.000,4.000,61.882,4.336,52.805
